ID	Name	UiID	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	IconID	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	EquipCoolDownID	RecommendID	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	MaxStrengthLevel	CanApart	IgnoreBindMask	CanExterior	BelongForceMask	MapBanUseItemMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	RepairPriceRebate
5851	同心锁·若谷	45439	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											530	74	492	19236	0	0	0	0	0	0	0	0							通用	元气	伤害	活动									4	1	7												736	7	17	470	0	0	0	0	6	0	0		3206				1							1	
5852	同心锁·仙阁	45440	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											530	173	389	7602	0	0	0	0	0	0	0	0							通用	身法	伤害	活动									4	1	7												736	5	17	244	0	0	0	0	6	0	0		52445456				1							1	
5853	同心锁·玉轮	45441	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											530	61	492	19236	0	0	0	0	0	0	0	0							通用	根骨	伤害	活动									4	1	7												736	6	17	204	0	0	0	0	6	0	0		4198512				1							1	
5854	同心锁·降灵	45442	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											530	73	389	7602	0	0	0	0	0	0	0	0							通用	力道	伤害	活动									4	1	7												736	4	17	266	0	0	0	0	6	0	0		8397448				1							1	
5855	同心锁·银汉	45443	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											2870	2946	38117	2336	0	0	0	0	0	0	0	0							通用	防御	防御基础	活动									4	1	7												736	8	17	2849	0	0	0	0	6	0	0		2098186				1							1	
5856	同心锁·云容	45444	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											530	61	492	19236	0	0	0	0	0	0	0	0							通用	根骨	伤害	活动									4	1	7												736	6	17	204	0	0	0	0	6	0	0		4198512				1							1	
5857	同心锁·星媛	45445	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											530	44	611	9044	0	0	0	0	0	0	0	0							通用	治疗	治疗会心（PVE）	活动									4	1	7												736	9	17	2830	0	0	0	0	6	0	0		4198500				1							1	
5858	同心锁·云庭	45446	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											530	173	389	7602	0	0	0	0	0	0	0	0							通用	身法	伤害	活动									4	1	7												736	5	17	244	0	0	0	0	6	0	0		52445456				1							1	
5859	同心锁·珠玑	45447	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											530	61	492	19236	0	0	0	0	0	0	0	0							通用	根骨	伤害	活动									4	1	7												736	6	17	204	0	0	0	0	6	0	0		4198512				1							1	
5860	同心锁·鹊桥	45448	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											530	44	611	9044	0	0	0	0	0	0	0	0							通用	治疗	治疗会心（PVE）	活动									4	1	7												736	9	17	2830	0	0	0	0	6	0	0		4198500				1							1	
5861	同心锁·林风	45449	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											530	74	492	19236	0	0	0	0	0	0	0	0							通用	元气	伤害	活动									4	1	7												736	7	17	470	0	0	0	0	6	0	0		3206				1							1	
5862	同心锁·澹云	45450	0					4	0	39	313	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	80											530	73	389	7602	0	0	0	0	0	0	0	0							通用	力道	伤害	活动									4	1	7												736	4	17	266	0	0	0	0	6	0	0		8397448				1							1	
5863	鹊桥飞星	45451	32					15	20	0	13	3	1650	0	2592000				0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	4	atMoveSpeedPercent	1178	1178	atInvalid			atInvalid												5	20											15650	25413	25289	15715	25290	25415	25149	25140	25167	0	0	0										活动									5	1	7											3	736								0	0	0		67108863				0							1	
5864	绝尘	45452	25					15	0	0	10	3	1500	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	3	atMoveSpeedPercent	1126	1126	atInvalid			atInvalid												5	70											25410	25285	15638	25290	25404	25107	25196	0	0	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5865	绝尘	45453	25					15	0	0	10	3	1500	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	3	atMoveSpeedPercent	1126	1126	atInvalid			atInvalid												5	70											15650	15750	25299	15638	25290	25405	25258	25180	0	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5866	绝尘	45454	25					15	0	0	10	3	1500	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	3	atMoveSpeedPercent	1126	1126	atInvalid			atInvalid												5	70											15650	15750	25300	15681	25291	24348	25213	25204	0	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5867	赤蛇	45455	17					15	0	0	11	3	1550	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	3	atMoveSpeedPercent	1126	1126	atInvalid			atInvalid												5	70											15750	25288	15681	25309	25400	25222	25191	0	0	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5868	赤蛇	45456	17					15	0	0	11	3	1550	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	3	atMoveSpeedPercent	1126	1126	atInvalid			atInvalid												5	70											15650	25413	25288	15681	25302	15783	25249	25180	0	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5869	赤蛇	45457	17					15	0	0	11	3	1550	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	3	atMoveSpeedPercent	1126	1126	atInvalid			atInvalid												5	70											15650	25413	25289	15715	25303	25404	25267	25204	0	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5870	闪电	45458	30					15	0	0	12	3	1600	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	3	atMoveSpeedPercent	1126	1126	atInvalid			atInvalid												5	70											15750	25300	15681	25291	24348	25222	25196	0	0	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5871	闪电	45459	30					15	0	0	12	3	1600	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	3	atMoveSpeedPercent	1126	1126	atInvalid			atInvalid												5	70											15650	25413	25301	15681	25281	25411	25258	25180	0	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5872	闪电	45460	30					15	0	0	12	3	1600	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	3	atMoveSpeedPercent	1126	1126	atInvalid			atInvalid												5	70											15650	25395	25280	15715	25281	25396	25249	25204	0	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5873	里飞沙·踏秋	45461	29					15	0	0	13	3	1650	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	4	atMoveSpeedPercent	1178	1178	atInvalid			atInvalid												5	80											15650	25413	25289	15715	25290	25415	25167	25196	25108	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5874	里飞沙·踏秋	45462	29					15	0	0	13	3	1650	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	4	atMoveSpeedPercent	1178	1178	atInvalid			atInvalid												5	80											15650	25395	25294	15653	25290	25416	25167	25196	25108	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5875	里飞沙·踏秋	45463	29					15	0	0	13	3	1650	0					0	scripts\Map\世界通用\item\装备马匹学习骑术.lua	4	atMoveSpeedPercent	1178	1178	atInvalid			atInvalid												5	80											15650	25419	25294	15653	25291	25421	25167	25196	25108	0	0	0										驯马									5	1	7												736								0	0	0		67108863				0							1	
5876	连理枝·林风	45464	0					7	0	0	299	3	0	0			0		0		4	atInvalid			atInvalid			atInvalid												5	80											226	68	734	15539	0	0	0	0	0	0	0	0							通用	元气	伤害	任务装备									4	3	7												736	7	17	17060	0	0	0	0	4	0	0		3206				1							1	
5877	连理枝·澹云	45465	0					7	0	0	299	3	0	0			0		0		4	atInvalid			atInvalid			atInvalid												5	80											226	70	951	7574	0	0	0	0	0	0	0	0							通用	力道	伤害	任务装备									4	3	7												736	4	17	7582	0	0	0	0	4	0	0		8397448				1							1	
5878	玲珑佩	45466	121					11	0	0	100	3	0	0					0		4	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										5	20											0	0	0	0	0	0	0	0	0	0	0	0										活动									22	5	7												736	0	0	0	0	0	0	0	0	0	0		67108863				0							1	
5879	青蟹	45575	1					19	0	0	2	3	0	0		1			0		3	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										5	20											0	0	0	0	0	0	0	0	0	0	0	0										宠物系统									20	2	7												736	0	0	0	0	0	0	0	0	0	0		67108863				0							1	
5880	蟹兵	45576	2					19	0	0	4	3	0	0		1			0		3	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										5	20											0	0	0	0	0	0	0	0	0	0	0	0										宠物系统									20	2	7												736	0	0	0	0	0	0	0	0	0	0		67108863				0							1	
5881	蟹卒	45577	3					19	0	0	4	3	0	0		1			0		3	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										5	20											0	0	0	0	0	0	0	0	0	0	0	0										宠物系统									20	2	7												736	0	0	0	0	0	0	0	0	0	0		67108863				0							1	
5882	呆龟	45578	4					19	0	0	2	3	0	0		1			0		2	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										5	20											0	0	0	0	0	0	0	0	0	0	0	0										宠物系统									20	2	7												736	0	0	0	0	0	0	0	0	0	0		67108863				0							1	
5883	憨龟	45579	5					19	0	0	3	3	0	0		1			0		2	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										5	20											0	0	0	0	0	0	0	0	0	0	0	0										宠物系统									20	2	7												736	0	0	0	0	0	0	0	0	0	0		67108863				0							1	
5884	丞相	45580	6					19	0	0	5	3	0	0		1			0		3	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										5	20											0	0	0	0	0	0	0	0	0	0	0	0										宠物系统									20	2	7												736	0	0	0	0	0	0	0	0	0	0		67108863				0							1	
5885	大头鹅	45581	7					19	0	0	3	3	0	0		1			0		2	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										5	20											0	0	0	0	0	0	0	0	0	0	0	0										宠物系统									20	2	7												736	0	0	0	0	0	0	0	0	0	0		67108863				0							1	
5886	白鹅	45582	8					19	0	0	4	3	0	0		1			0		3	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										5	20											0	0	0	0	0	0	0	0	0	0	0	0										宠物系统									20	2	7												736	0	0	0	0	0	0	0	0	0	0		67108863				0							1	
5887	灰狐	45583	9					19	0	0	6	3	0	0		1			0		4	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										5	20											0	0	0	0	0	0	0	0	0	0	0	0										宠物系统									20	2	7												736	0	0	0	0	0	0	0	0	0	0		67108863				0							1	
5888	鸡小蒙	45584	10					19	0	0	3	3	0	0		1			0		3	atInvalid	0	0	atInvalid	0	0	atInvalid	0	0										5	20											0	0	0	0	0	0	0	0	0	0	0	0										宠物系统									20	2	7												736	0	0	0	0	0	0	0	0	0	0		67108863				0							1	
5889	叹息之戒	45602	0	5				5	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											34661	41990	17444	45173	0	0	0	0	0	0	0	0							通用	元气	伤害	历程副本									4	2	7												736	7							6	0	4		3206				1			0				1	
5890	叹息之戒	45603	0	5				5	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											34661	41990	17444	45173	0	0	0	0	0	0	0	0							通用	元气	伤害	历程副本									4	2	7												736	7							6	0	4		3206				1			0				1	
5891	叹息之戒	45604	0	5				5	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											34661	41990	17444	45173	0	0	0	0	0	0	0	0							通用	元气	伤害	历程副本									4	2	7												736	7							6	0	4		3206				1			0				1	
5892	叹息之戒	45605	0	5				5	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											34661	41990	17444	45173	0	0	0	0	0	0	0	0							通用	元气	伤害	历程副本									4	2	7												736	7							6	0	4		3206				1			0				1	
5893	旭日腰坠	45626	0					7	0	1690	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											34661	41990	17444	45173	0	0	0	0	0	0	0	0							通用	元气	伤害	历程副本									4	3	7												736	7	17	17060	0	0	0	0	6	0	4		3206				1			0				1	
5894	旭日腰坠	45627	0					7	0	1690	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											34661	41990	17444	45173	0	0	0	0	0	0	0	0							通用	元气	伤害	历程副本									4	3	7												736	7	17	17060	0	0	0	0	6	0	4		3206				1			0				1	
5895	旭日腰坠	45628	0					7	0	1690	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											34661	41990	17444	45173	0	0	0	0	0	0	0	0							通用	元气	伤害	历程副本									4	3	7												736	7	17	17060	0	0	0	0	6	0	4		3206				1			0				1	
5896	旭日腰坠	45629	0					7	0	1690	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											34661	41990	17444	45173	0	0	0	0	0	0	0	0							通用	元气	伤害	历程副本									4	3	7												736	7	17	17060	0	0	0	0	6	0	4		3206				1			0				1	
5897	封魔石戒	45662	0					5	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											41976	9162	41980	41981	30302	0	0	0	0	0	0	0							通用	防御	防御闪避	历程副本									4	2	7												736	8							6	0	4		2098186				1			0				1	
5898	封魔石戒	45663	0					5	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											41976	9162	41980	41981	30302	0	0	0	0	0	0	0							通用	防御	防御闪避	历程副本									4	2	7												736	8							6	0	4		2098186				1			0				1	
5899	封魔石戒	45664	0					5	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											41976	9162	41980	41981	30302	0	0	0	0	0	0	0							通用	防御	防御闪避	历程副本									4	2	7												736	8							6	0	4		2098186				1			0				1	
5900	封魔石戒	45665	0					5	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											41976	9162	41980	41981	30302	0	0	0	0	0	0	0							通用	防御	防御闪避	历程副本									4	2	7												736	8							6	0	4		2098186				1			0				1	
5901	凋谢之花	45666	0					4	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											41976	9162	41980	41981	30302	0	0	0	0	0	0	0							通用	防御	防御闪避	历程副本									4	1	7												736	8	17	45822	0	0	0	0	6	0	4		2098186				1			0				1	
5902	凋谢之花	45667	0					4	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											41976	9162	41980	41981	30302	0	0	0	0	0	0	0							通用	防御	防御闪避	历程副本									4	1	7												736	8	17	45822	0	0	0	0	6	0	4		2098186				1			0				1	
5903	凋谢之花	45668	0					4	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											41976	9162	41980	41981	30302	0	0	0	0	0	0	0							通用	防御	防御闪避	历程副本									4	1	7												736	8	17	45822	0	0	0	0	6	0	4		2098186				1			0				1	
5904	凋谢之花	45669	0					4	0	1408	8000	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											41976	9162	41980	41981	30302	0	0	0	0	0	0	0							通用	防御	防御闪避	历程副本									4	1	7												736	8	17	45822	0	0	0	0	6	0	4		2098186				1			0				1	
5905	赤火残片	45786	0					7	0	1687	6800	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											39597	63581	0	0	0	0	0	0	0	0	0	0							通用	元气	基础	历程副本									4	3	7												736	7	17	470	0	0	0	0	6	0	4		3206				1			0				1	
5906	赤火残片	45787	0					7	0	1687	6800	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											39597	63581	0	0	0	0	0	0	0	0	0	0							通用	元气	基础	历程副本									4	3	7												736	7	17	470	0	0	0	0	6	0	4		3206				1			0				1	
5907	赤火残片	45788	0					7	0	1687	6800	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											39597	63581	0	0	0	0	0	0	0	0	0	0							通用	元气	基础	历程副本									4	3	7												736	7	17	470	0	0	0	0	6	0	4		3206				1			0				1	
5908	赤火残片	45789	0					7	0	1687	6800	3	0	0			1		0		4	atInvalid			atInvalid			atInvalid												5	100											39597	63581	0	0	0	0	0	0	0	0	0	0							通用	元气	基础	历程副本									4	3	7												736	7	17	470	0	0	0	0	6	0	4		3206				1			0				1	
5909	明澈指环	45794	0					5	0	29	298	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	60											284	63	343	15534	0	0	0	0	0	0	0	0							通用	元气	伤害	副本									4	2	7												736	7							1	0	4		3206				1							1	
5910	明澈指环	45795	0					5	0	29	298	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	60											284	63	343	15534	0	0	0	0	0	0	0	0							通用	元气	伤害	副本									4	2	7												736	7							1	0	4		3206				1							1	
5911	明澈指环	45796	0					5	0	29	298	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	60											284	63	343	15534	0	0	0	0	0	0	0	0							通用	元气	伤害	副本									4	2	7												736	7							1	0	4		3206				1							1	
5912	明澈指环	45797	0					5	0	29	298	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	60											284	63	343	15534	0	0	0	0	0	0	0	0							通用	元气	伤害	副本									4	2	7												736	7							1	0	4		3206				1							1	
5913	希望之戒	45838	0					5	0	29	300	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1130	12026	1593	38349	2252	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	2	7												736	8							1	0	4		2098186				1							1	
5914	希望之戒	45839	0					5	0	29	300	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1130	12026	1593	38349	2252	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	2	7												736	8							1	0	4		2098186				1							1	
5915	希望之戒	45840	0					5	0	29	301	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1130	12026	274	38349	2252	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	2	7												736	8							1	0	4		2098186				1							1	
5916	希望之戒	45841	0					5	0	29	301	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1130	12026	274	38349	2252	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	2	7												736	8							1	0	4		2098186				1							1	
5917	噩梦扳指	45878	0					5	0	30	303	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											284	45	725	19223	2752	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	副本									4	2	7												736	7							1	0	4		3206				1							1	
5918	噩梦扳指	45879	0					5	0	30	304	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											743	45	725	19223	2752	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	副本									4	2	7												736	7							1	0	4		3206				1							1	
5919	噩梦扳指	45880	0					5	0	30	304	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											743	45	725	19223	2752	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	副本									4	2	7												736	7							1	0	4		3206				1							1	
5920	噩梦扳指	45881	0					5	0	30	305	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											743	45	725	19223	2752	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	副本									4	2	7												736	7							1	0	4		3206				1							1	
5921	黎明玉佩	45882	0					7	0	36	303	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											388	12026	274	38349	2252	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5922	黎明玉佩	45883	0					7	0	36	304	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											388	12026	274	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5923	黎明玉佩	45884	0					7	0	36	304	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											388	12026	274	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5924	黎明玉佩	45885	0					7	0	36	305	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											388	12026	274	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5925	破秩之胆	45934	0					7	0	36	303	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											388	12026	274	38349	2252	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5926	破秩之胆	45935	0					7	0	36	304	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											388	12026	274	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5927	破秩之胆	45936	0					7	0	36	304	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											388	12026	274	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5928	破秩之胆	45937	0					7	0	36	305	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											388	12026	274	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5929	凝火护符	45942	0					4	0	30	303	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											284	45	725	19223	2752	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	副本									4	1	7												736	7	17	4125	0	0	0	0	1	0	4		3206				1							1	
5930	凝火护符	45943	0					4	0	30	304	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											743	45	725	19223	2752	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	副本									4	1	7												736	7	17	4125	0	0	0	0	1	0	4		3206				1							1	
5931	凝火护符	45944	0					4	0	30	304	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											743	45	725	19223	2752	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	副本									4	1	7												736	7	17	4125	0	0	0	0	1	0	4		3206				1							1	
5932	凝火护符	45945	0					4	0	30	305	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											743	45	725	19223	2752	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	副本									4	1	7												736	7	17	4125	0	0	0	0	1	0	4		3206				1							1	
5933	斩雪腰佩	45978	0					7	0	36	309	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	274	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5934	斩雪腰佩	45979	0					7	0	36	309	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	274	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5935	斩雪腰佩	45980	0					7	0	36	310	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	528	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5936	斩雪腰佩	45981	0					7	0	36	310	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	528	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		2098186				1							1	
5937	菩血之光	45994	0					7	0	36	310	2	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	528	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		67108863				1							1	
5938	菩血之光	45995	0					7	0	36	310	2	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	528	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		67108863				1							1	
5939	菩血之光	45996	0					7	0	37	311	2	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	528	38137	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		67108863				1							1	
5940	菩血之光	45997	0					7	0	37	311	2	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	528	38137	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	3	7												736	8	17	944	0	0	0	0	1	0	4		67108863				1							1	
5941	遁世坠饰	46008	0					4	0	30	310	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	528	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	1	7												736	8	17	45822	0	0	0	0	1	0	4		2098186				1							1	
5942	遁世坠饰	46009	0					4	0	30	310	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	528	38349	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	1	7												736	8	17	45822	0	0	0	0	1	0	4		2098186				1							1	
5943	遁世坠饰	46010	0					4	0	30	311	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	528	38137	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	1	7												736	8	17	45822	0	0	0	0	1	0	4		2098186				1							1	
5944	遁世坠饰	46011	0					4	0	30	311	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											1088	12026	528	38137	2334	0	0	0	0	0	0	0							通用	防御	防御闪避	副本									4	1	7												736	8	17	45822	0	0	0	0	1	0	4		2098186				1							1	
5945	掠风徽戒	46012	0					5	0	30	310	3	0	0			1		0		3	atInvalid			atInvalid			atInvalid												5	70											547	54	207	19228	2433	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	副本									4	2	7												736	7							1	0	4		3206				1							1	
