ID	Name	UiID	RepresentDec	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	EquipCoolDownID	RecommendID	MaxStrengthLevel	CanApart	MapBanUseItemMask	IgnoreBindMask	CanExterior	BelongForceMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	BelongMap	_IsSpecialMagicType	RepairPriceRebate
6470	菩提擀面杖·跋山涉水	49920		49					0	0	101	310	3	1235	75		0	1		0	scripts/Map/节日冬至/skill/冬至餐桌召唤.lua	4	atMeleeWeaponDamageBase	81	81	atMeleeWeaponDamageRand	54	54	atMeleeWeaponAttackSpeedBase	27	27										5	80											17293	17296	17299	17302	17305	0	0	0	0	0	0	0							特殊	通用	基础	任务道具		386						1	1	7												17	17845	17	204	17	266	735		0	0		0	11	67108863		0	1							1			1
6471	蜀月竹筒饭·跋山涉水	49921		1022					0	11	75	310	3	1235	60		0	1		0	scripts/Map/节日冬至/skill/冬至餐桌召唤.lua	4	atMeleeWeaponDamageBase	47	47	atMeleeWeaponDamageRand	32	32	atMeleeWeaponAttackSpeedBase	16	16										5	80											17293	17296	17299	17302	17305	0	0	0	0	0	0	0							特殊	通用	基础	任务道具		386						1	9	7												17	17845	17	204	17	266	735		0	0		0	7	67108863		0	1							1			1
6472	妙火天香串·跋山涉水	49922		1134					0	12	75	310	3	1235	142		0	1		0	scripts/Map/节日冬至/skill/冬至餐桌召唤.lua	4	atMeleeWeaponDamageBase	47	47	atMeleeWeaponDamageRand	32	32	atMeleeWeaponAttackSpeedBase	16	16										5	80											17293	17296	17299	17302	17305	0	0	0	0	0	0	0							特殊	通用	基础	任务道具		386						1	10	7												17	17845	17	204	17	266	735		0	0		0	10	67108863		0	1							1			1
6473	无声	49926		0					1	7	7	135	3	290	70		0	1		0		3	atRangeWeaponDamageBase	21	21	atRangeWeaponDamageRand	14	14	atRangeWeaponAttackSpeedBase	24	24										0												189	59	0	0	0	0	0	0	0	0	0	0							通用	力道	基础	任务								2	2	7												17	3778	0	0	0	0	735	4	1	0		0	0	8397448		0	0							1			1
6474	傲鹰囊	49927		0					1	6	12	219	3	487	108		0	1		0		3	atRangeWeaponDamageBase	34	34	atRangeWeaponDamageRand	23	23	atRangeWeaponAttackSpeedBase	24	24										0												263	55	280	7510	0	0	0	0	0	0	0	0							通用	力道	伤害	任务								2	1	7												17	266	0	0	0	0	735	4	1	0		0	0	8397448		0	1							1			1
6475	寸腕	49928		0					1	6	13	237	3	534	116		0	1		0		3	atRangeWeaponDamageBase	37	37	atRangeWeaponDamageRand	25	25	atRangeWeaponAttackSpeedBase	24	24										0												379	148	0	0	0	0	0	0	0	0	0	0							通用	力道	基础	任务								2	1	7												17	3778	0	0	0	0	735	4	1	0		0	0	8397448		0	1							1			1
6476	千里破虏	49929		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											2556	181	0	0	0	0	0	0	0	0	0	0							通用	力道	基础	任务								2	2	7												17	3778	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6477	伐叛	49930		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	65	921	538	2784	0	0	0	0	0	0	0							通用	力道	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6478	征客囊	49931		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	65	921	7568	2784	0	0	0	0	0	0	0							通用	力道	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6479	戮佞	49932		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	65	921	136	38172	0	0	0	0	0	0	0							通用	力道	命中	任务								2	2	7												17	266	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6480	击蛮	49933		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	65	921	136	2784	0	0	0	0	0	0	0							通用	力道	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6481	逐妄	49934		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	65	921	7568	2784	0	0	0	0	0	0	0							通用	力道	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6482	诛流囊	49935		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	65	280	9603	4909	0	0	0	0	0	0	0							通用	力道	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6483	匡邪	49936		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	65	280	1284	4909	0	0	0	0	0	0	0							通用	力道	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6484	无声	49937		0					1	7	7	135	3	290	70		0	1		0		3	atRangeWeaponDamageBase	21	21	atRangeWeaponDamageRand	14	14	atRangeWeaponAttackSpeedBase	24	24										0												189	468	0	0	0	0	0	0	0	0	0	0							通用	身法	基础	任务								2	2	7												17	3778	0	0	0	0	735	5	1	0		0	0	52445456		0	0							1			1
6485	傲鹰囊	49938		0					1	6	12	219	3	487	108		0	1		0		3	atRangeWeaponDamageBase	34	34	atRangeWeaponDamageRand	23	23	atRangeWeaponAttackSpeedBase	24	24										0												263	85	280	7510	0	0	0	0	0	0	0	0							通用	身法	伤害	任务								2	1	7												17	244	0	0	0	0	735	5	1	0		0	0	52445456		0	1							1			1
6486	寸腕	49939		0					1	6	13	237	3	534	116		0	1		0		3	atRangeWeaponDamageBase	37	37	atRangeWeaponDamageRand	25	25	atRangeWeaponAttackSpeedBase	24	24										0												379	121	0	0	0	0	0	0	0	0	0	0							通用	身法	基础	任务								2	1	7												17	3778	0	0	0	0	735	5	1	0		0	0	52445456		0	1							1			1
6487	千里破虏	49940		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											2556	322	0	0	0	0	0	0	0	0	0	0							通用	身法	基础	任务								2	2	7												17	3778	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6488	伐叛	49941		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	134	921	538	2784	0	0	0	0	0	0	0							通用	身法	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6489	征客囊	49942		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	134	921	7568	2784	0	0	0	0	0	0	0							通用	身法	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6490	戮佞	49943		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	134	921	136	38172	0	0	0	0	0	0	0							通用	身法	命中	任务								2	2	7												17	244	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6491	击蛮	49944		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	134	921	136	2784	0	0	0	0	0	0	0							通用	身法	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6492	逐妄	49945		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	134	921	7568	2784	0	0	0	0	0	0	0							通用	身法	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6493	诛流囊	49946		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	134	280	9603	4909	0	0	0	0	0	0	0							通用	身法	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6494	匡邪	49947		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	134	280	1284	4909	0	0	0	0	0	0	0							通用	身法	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6495	无声	49948		0					1	7	7	135	3	290	70		0	1		0		3	atRangeWeaponDamageBase	21	21	atRangeWeaponDamageRand	14	14	atRangeWeaponAttackSpeedBase	24	24										0												189	468	0	0	0	0	0	0	0	0	0	0							通用	身法	基础	任务								2	2	7												17	3778	0	0	0	0	735	5	1	0		0	0	52445456		0	0							1			1
6496	傲鹰囊	49949		0					1	6	12	219	3	487	108		0	1		0		3	atRangeWeaponDamageBase	34	34	atRangeWeaponDamageRand	23	23	atRangeWeaponAttackSpeedBase	24	24										0												263	85	280	7510	0	0	0	0	0	0	0	0							通用	身法	伤害	任务								2	1	7												17	244	0	0	0	0	735	5	1	0		0	0	52445456		0	1							1			1
6497	寸腕	49950		0					1	6	13	237	3	534	116		0	1		0		3	atRangeWeaponDamageBase	37	37	atRangeWeaponDamageRand	25	25	atRangeWeaponAttackSpeedBase	24	24										0												379	121	0	0	0	0	0	0	0	0	0	0							通用	身法	基础	任务								2	1	7												17	3778	0	0	0	0	735	5	1	0		0	0	52445456		0	1							1			1
6498	千里破虏	49951		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											2556	322	0	0	0	0	0	0	0	0	0	0							通用	身法	基础	任务								2	2	7												17	3778	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6499	伐叛	49952		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	134	921	538	2784	0	0	0	0	0	0	0							通用	身法	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6500	征客囊	49953		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	134	921	7568	2784	0	0	0	0	0	0	0							通用	身法	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6501	戮佞	49954		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	134	921	136	38172	0	0	0	0	0	0	0							通用	身法	命中	任务								2	2	7												17	244	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6502	击蛮	49955		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	134	921	136	2784	0	0	0	0	0	0	0							通用	身法	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6503	逐妄	49956		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	134	921	7568	2784	0	0	0	0	0	0	0							通用	身法	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6504	诛流囊	49957		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	134	280	9603	4909	0	0	0	0	0	0	0							通用	身法	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6505	匡邪	49958		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	134	280	1284	4909	0	0	0	0	0	0	0							通用	身法	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	5	2	0		0	0	52445456		0	1							1			1
6506	无声	49959		0					1	7	7	135	3	290	70		0	1		0		3	atRangeWeaponDamageBase	21	21	atRangeWeaponDamageRand	14	14	atRangeWeaponAttackSpeedBase	24	24										0												189	59	0	0	0	0	0	0	0	0	0	0							通用	力道	基础	任务								2	2	7												17	3778	0	0	0	0	735	4	1	0		0	0	8397448		0	0							1			1
6507	傲鹰囊	49960		0					1	6	12	219	3	487	108		0	1		0		3	atRangeWeaponDamageBase	34	34	atRangeWeaponDamageRand	23	23	atRangeWeaponAttackSpeedBase	24	24										0												263	55	280	7510	0	0	0	0	0	0	0	0							通用	力道	伤害	任务								2	1	7												17	266	0	0	0	0	735	4	1	0		0	0	8397448		0	1							1			1
6508	寸腕	49961		0					1	6	13	237	3	534	116		0	1		0		3	atRangeWeaponDamageBase	37	37	atRangeWeaponDamageRand	25	25	atRangeWeaponAttackSpeedBase	24	24										0												379	148	0	0	0	0	0	0	0	0	0	0							通用	力道	基础	任务								2	1	7												17	3778	0	0	0	0	735	4	1	0		0	0	8397448		0	1							1			1
6509	千里破虏	49962		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											2556	181	0	0	0	0	0	0	0	0	0	0							通用	力道	基础	任务								2	2	7												17	3778	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6510	伐叛	49963		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	65	921	538	2784	0	0	0	0	0	0	0							通用	力道	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6511	征客囊	49964		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	65	921	7568	2784	0	0	0	0	0	0	0							通用	力道	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6512	戮佞	49965		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	65	921	136	38172	0	0	0	0	0	0	0							通用	力道	命中	任务								2	2	7												17	266	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6513	击蛮	49966		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	65	921	136	2784	0	0	0	0	0	0	0							通用	力道	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6514	逐妄	49967		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	65	921	7568	2784	0	0	0	0	0	0	0							通用	力道	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6515	诛流囊	49968		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	65	280	9603	4909	0	0	0	0	0	0	0							通用	力道	伤害（PVE）	任务								2	2	7												17	3778	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6516	匡邪	49969		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	65	280	1284	4909	0	0	0	0	0	0	0							通用	力道	会心（PVE）	任务								2	2	7												17	223	0	0	0	0	735	4	2	0		0	0	8397448		0	1							1			1
6517	千手罗刹	49970		0					1	7	4	117	3	211	61		0	1		0		2	atRangeWeaponDamageBase	15	15	atRangeWeaponDamageRand	10	10	atRangeWeaponAttackSpeedBase	24	24										0												103	51	0	0	0	0	0	0	0	0	0	0							通用	根骨	基础	任务								2	2	7												17	2560	0	0	0	0	735	6	1	0		0	0	4198512		0	0							1			1
6518	阿鼻狱	49971		0					1	6	13	231	3	518	113		0	1		0		3	atRangeWeaponDamageBase	36	36	atRangeWeaponDamageRand	24	24	atRangeWeaponAttackSpeedBase	24	24										0												402	44	691	19301	0	0	0	0	0	0	0	0							通用	根骨	伤害	任务								2	1	7												17	204	0	0	0	0	735	6	1	0		0	0	4198512		0	1							1			1
6519	狂河碎	49972		0					1	6	13	231	3	518	113		0	1		0		3	atRangeWeaponDamageBase	36	36	atRangeWeaponDamageRand	24	24	atRangeWeaponAttackSpeedBase	24	24										0												402	44	691	19301	0	0	0	0	0	0	0	0							通用	根骨	伤害	任务								2	1	7												17	204	0	0	0	0	735	6	1	0		0	0	4198512		0	1							1			1
6520	宵烟囊	49973		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											2556	127	0	0	0	0	0	0	0	0	0	0							通用	根骨	基础	任务								2	2	7												17	2560	0	0	0	0	735	6	2	0		0	0	4198512		0	1							1			1
6521	逝电	49974		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	29395	119	2201	2784	0	0	0	0	0	0	0							通用	根骨	会心（PVE）	任务								2	2	7												17	2830	0	0	0	0	735	6	2	0		0	0	4198512		0	1							1			1
6522	寄灵囊	49975		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	29395	119	19309	2784	0	0	0	0	0	0	0							通用	根骨	伤害（PVE）	任务								2	2	7												17	2560	0	0	0	0	735	6	2	0		0	0	4198512		0	1							1			1
6523	蜗角之争	49976		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	29395	119	8096	38172	0	0	0	0	0	0	0							通用	根骨	命中	任务								2	2	7												17	204	0	0	0	0	735	6	2	0		0	0	4198512		0	1							1			1
6524	逆道心	49977		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	29395	119	8096	2784	0	0	0	0	0	0	0							通用	根骨	会心（PVE）	任务								2	2	7												17	2830	0	0	0	0	735	6	2	0		0	0	4198512		0	1							1			1
6525	谋虚	49978		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	29395	119	19309	2784	0	0	0	0	0	0	0							通用	根骨	伤害（PVE）	任务								2	2	7												17	2560	0	0	0	0	735	6	2	0		0	0	4198512		0	1							1			1
6526	烛奴目	49979		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	29395	119	15945	4909	0	0	0	0	0	0	0							通用	根骨	伤害（PVE）	任务								2	2	7												17	2560	0	0	0	0	735	6	2	0		0	0	4198512		0	1							1			1
6527	宰世	49980		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	29395	119	2200	4909	0	0	0	0	0	0	0							通用	根骨	会心（PVE）	任务								2	2	7												17	2830	0	0	0	0	735	6	2	0		0	0	4198512		0	1							1			1
6528	千手罗刹	49981		0					1	7	4	117	3	211	61		0	1		0		2	atRangeWeaponDamageBase	15	15	atRangeWeaponDamageRand	10	10	atRangeWeaponAttackSpeedBase	24	24										0												103	41	0	0	0	0	0	0	0	0	0	0							通用	元气	基础	任务								2	2	7												17	2560	0	0	0	0	735	7	1	0		0	0	3206		0	0							1			1
6529	阿鼻狱	49982		0					1	6	13	231	3	518	113		0	1		0		3	atRangeWeaponDamageBase	36	36	atRangeWeaponDamageRand	24	24	atRangeWeaponAttackSpeedBase	24	24										0												402	57	691	19301	0	0	0	0	0	0	0	0							通用	元气	伤害	任务								2	1	7												17	470	0	0	0	0	735	7	1	0		0	0	3206		0	1							1			1
6530	狂河碎	49983		0					1	6	13	231	3	518	113		0	1		0		3	atRangeWeaponDamageBase	36	36	atRangeWeaponDamageRand	24	24	atRangeWeaponAttackSpeedBase	24	24										0												402	57	691	19301	0	0	0	0	0	0	0	0							通用	元气	伤害	任务								2	1	7												17	470	0	0	0	0	735	7	1	0		0	0	3206		0	1							1			1
6531	宵烟囊	49984		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											2556	206	0	0	0	0	0	0	0	0	0	0							通用	元气	基础	任务								2	2	7												17	2560	0	0	0	0	735	7	2	0		0	0	3206		0	1							1			1
6532	逝电	49985		0					1	7	18	317	3	762	153		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	33	33	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	63	119	15184	2784	0	0	0	0	0	0	0							通用	元气	会心（PVE）	任务								2	2	7												17	17845	0	0	0	0	735	7	2	0		0	0	3206		0	1							1			1
6533	寄灵囊	49986		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	63	119	19309	2784	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	任务								2	2	7												17	2560	0	0	0	0	735	7	2	0		0	0	3206		0	1							1			1
6534	蜗角之争	49987		0					1	7	19	319	3	769	154		0	1		0		3	atRangeWeaponDamageBase	50	50	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											1173	63	119	17757	38172	0	0	0	0	0	0	0							通用	元气	命中	任务								2	2	7												17	470	0	0	0	0	735	7	2	0		0	0	3206		0	1							1			1
6535	逆道心	49988		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	63	119	17757	2784	0	0	0	0	0	0	0							通用	元气	会心（PVE）	任务								2	2	7												17	17845	0	0	0	0	735	7	2	0		0	0	3206		0	1							1			1
6536	谋虚	49989		0					1	7	19	322	3	778	155		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	63	119	19309	2784	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	任务								2	2	7												17	2560	0	0	0	0	735	7	2	0		0	0	3206		0	1							1			1
6537	烛奴目	49990		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	63	119	15945	4909	0	0	0	0	0	0	0							通用	元气	伤害（PVE）	任务								2	2	7												17	2560	0	0	0	0	735	7	2	0		0	0	3206		0	1							1			1
6538	宰世	49991		0					1	7	19	324	3	784	156		0	1		0		3	atRangeWeaponDamageBase	51	51	atRangeWeaponDamageRand	34	34	atRangeWeaponAttackSpeedBase	24	24										0	0											379	63	119	15536	4909	0	0	0	0	0	0	0							通用	元气	会心（PVE）	任务								2	2	7												17	17845	0	0	0	0	735	7	2	0		0	0	3206		0	1							1			1
6539	千手罗刹	49992		0					1	7	4	117	3	211	61		0	1		0		2	atRangeWeaponDamageBase	15	15	atRangeWeaponDamageRand	10	10	atRangeWeaponAttackSpeedBase	24	24										0												103	51	0	0	0	0	0	0	0	0	0	0							通用	根骨	基础	任务								2	2	7												17	2560	0	0	0	0	735	6	1	0		0	0	4198512		0	0							1			1
6540	阿鼻狱	49993		0					1	6	13	231	3	518	113		0	1		0		3	atRangeWeaponDamageBase	36	36	atRangeWeaponDamageRand	24	24	atRangeWeaponAttackSpeedBase	24	24										0												402	44	691	19301	0	0	0	0	0	0	0	0							通用	根骨	伤害	任务								2	1	7												17	204	0	0	0	0	735	6	1	0		0	0	4198512		0	1							1			1
6541	狂河碎	49994		0					1	6	13	231	3	518	113		0	1		0		3	atRangeWeaponDamageBase	36	36	atRangeWeaponDamageRand	24	24	atRangeWeaponAttackSpeedBase	24	24										0												402	44	691	19301	0	0	0	0	0	0	0	0							通用	根骨	伤害	任务								2	1	7												17	204	0	0	0	0	735	6	1	0		0	0	4198512		0	1							1			1
